timestamp,feature_count,feature_tracking_ratio,reprojection_error_mean,reprojection_error_std,imu_residual_norm,optimization_iterations,tracking_time_ms,tracking_state,camera_motion_magnitude,tracking_length
0.0,146,1.0,0.4153082118482416,0.1767428693319416,0.08407692465590758,6,15.332652449078315,1,0.06517279614378041,0.05
0.05,150,0.9648455677338621,0.34311633986807244,0.18418452703140759,0.05897727159299853,5,17.628030420726756,1,0.051060121620456526,0.1
0.1,133,0.9546016039564033,0.3251343354319285,0.20833479058583818,0.07224068353504863,7,17.92654133752443,1,0.06482668203351273,0.15000000000000002
0.15,153,0.916454929297006,0.3089442898421588,0.10233925253070573,0.06258210107583803,5,16.512333792611184,1,0.051299737868061204,0.2
0.2,133,1.0,0.3787536892364584,0.1401861015983703,0.059494194320078464,4,18.14900154048456,1,0.06278903633181027,0.25
0.25,143,0.9608892058645592,0.3260864538483974,0.19432637254193716,0.07436453756207898,2,17.54218274038991,1,0.05908128306430562,0.3
0.3,144,0.902911245086071,0.30873914291877663,0.1586149717063863,0.06500609872782397,2,16.67866678869619,1,0.05566594476456425,0.35
0.35,168,0.9532728103913092,0.32420098558538635,0.1696286342257804,0.08358254254821998,1,15.282223280809696,1,0.06106880356412718,0.39999999999999997
0.4,151,1.0,0.46278485543464676,0.13858398602110739,0.05458705932273368,7,15.40584928907997,1,0.06279833177091351,0.44999999999999996
0.45,137,0.9884841139773035,0.4098242636276672,0.1172780779722499,0.053169099290660896,3,15.525058065033658,1,0.05999170146510388,0.49999999999999994
0.5,142,0.9925038436235019,0.39952889075132236,0.12234473805265977,0.07146101764698327,7,15.387332667553114,1,0.05997666867500615,0.5499999999999999
0.55,160,0.9630067318206743,0.4037438754252901,0.13561339975938158,0.05599538530377311,4,16.211966795195423,1,0.07122064471900402,0.6
0.6,144,0.9095229511580182,0.4055295089483293,0.14108092136977438,0.058025612547647196,6,15.181116132863274,1,0.054406494064098754,0.65
0.65,136,1.0,0.4217520550796632,0.12673609430403815,0.06645699753619203,7,16.8530587882601,1,0.06203954499875329,0.7000000000000001
0.7,156,0.8809397601279373,0.31965734202347257,0.13206470543538407,0.0675208432781839,2,17.094141279991746,1,0.05293406368994496,0.7500000000000001
0.75,152,0.9381953444701435,0.3743725330459308,0.13893707229082922,0.053681061771145636,6,17.6843024109616,1,0.06180310059480304,0.8000000000000002
0.8,146,0.9237904676344868,0.3940148292389009,0.10785343205910128,0.06229463016201796,4,16.403939741400215,1,0.055422760518922934,0.8500000000000002
0.85,160,0.9545597746715698,0.3127414637598501,0.18082130722983494,0.05881768782907791,5,17.966100234070353,1,0.06050418726112903,0.9000000000000002
0.9,152,0.9986543596106676,0.3588251379853804,0.11422547679755321,0.059987488355258176,4,18.43267727667632,1,0.07457715723059245,0.9500000000000003
0.95,143,0.9510269769634836,0.3770302885959335,0.11929632308602567,0.05584288500321286,8,16.0432263189196,1,0.06400418703643397,1.0000000000000002
1.0,129,0.9204691280230642,0.3638370039659437,0.10248809625681138,0.07231428969966702,5,16.83130354513762,1,0.06032944906845524,1.0500000000000003
1.05,158,1.0,0.3486108244119688,0.1908152848440676,0.0581082476854036,4,15.05752498917738,1,0.07025471556451196,1.1000000000000003
