timestamp,px,py,pz,qw,qx,qy,qz
0.0,0.043441007452618655,0.004234788765732297,1.4937515212196577,1.0000065448518256,-7.532340539838967e-06,8.11555691718425e-06,7.054549715267607e-06
0.05,0.10027585392112527,0.001444441361887073,1.505256200613274,0.9999963299412866,-1.4150778688025812e-05,-1.078734622084211e-06,8.415758150211096e-05
0.1,0.15240817118824498,-0.003710190719993266,1.5053542828927544,1.0000024974805248,-7.191017336407758e-06,-2.9596133094653107e-06,0.00021275945512349884
0.15,0.18435143276443236,0.005249544974954806,1.5138763320324442,1.0000060165333968,2.4141747473293845e-06,-1.6905805768788442e-05,0.0003144846202708679
0.2,0.2549806406366339,0.009366812859555748,1.5025510162369433,1.0000050583687847,5.164926806278407e-06,-8.772630381549869e-06,0.00040733155361505216
0.25,0.29927261587795667,0.01316848885287427,1.5037689602841338,0.9999974919074087,-3.1633161646658834e-05,9.702874194615143e-06,0.000528144454584483
0.3,0.3375385192285154,0.007761172402903433,1.5080878523983512,1.0000075898534428,8.30759553737246e-06,-2.4340343664269718e-06,0.0006249146363089432
0.35,0.3908412576251331,0.004903806739397731,1.5078728773008774,0.9999903963089032,-1.8724302803623527e-05,2.3204853598711883e-05,0.0007428241666993716
0.4,0.4598653177967614,0.02625137487426715,1.5063737779239517,1.0000068461404799,4.527861757165926e-06,1.2195313729663121e-05,0.0008461088921418031
0.45,0.48969183933184335,0.005483069851288361,1.514300432304544,0.9999981322404178,-2.7385306565736932e-06,2.37501030147564e-06,0.0009507058576686105
0.5,0.5586564691119471,0.029192050757374143,1.5278916437217762,1.000003222342049,1.0860608332808086e-05,-5.098186362184707e-06,0.0010438043312066237
0.55,0.5984246916077014,0.031761248464567716,1.5012442760299451,0.999997677003515,-5.8299575820807576e-06,8.191480629008498e-06,0.0011479215087884112
0.6,0.641758533048353,0.018220773782056977,1.516162145641644,0.9999996439364112,1.891912374094522e-05,-8.185697098542576e-07,0.0012413564506759173
0.65,0.7047204276864519,0.02981929154122305,1.5162722003700295,0.9999910442709538,6.92102084041272e-06,-1.623035407083594e-05,0.0013606209064806214
0.7,0.7453965993087249,0.036605125099946775,1.527920123678506,0.9999857833216901,-7.19878639541712e-06,-1.0761671743501895e-05,0.0014538396979087568
0.75,0.8276376100746358,0.03707769927072692,1.5252838984449124,1.0000069361500232,7.359359924648006e-06,6.297784112097743e-06,0.001579984203343154
0.8,0.8525716203225843,0.05521999599595523,1.525775526275345,1.0000057555443336,6.0085078088797645e-06,9.490590880636617e-07,0.001659796139728352
0.85,0.9040837620327846,0.045581792065495265,1.5123304100212789,1.0000062135829824,-3.3330598608831877e-06,3.326361445474786e-07,0.0017573840187509698
0.9,0.9503925096253824,0.051095288322111854,1.5285856058044014,0.9999925226530995,-5.295364625910786e-07,1.2869270476447908e-05,0.0018723988126960293
0.95,1.0081541684499729,0.04221042160626173,1.5345871880080761,0.999998010373625,6.384759664106171e-06,6.46794171962002e-06,0.0019811874617226962
1.0,1.058014116104333,0.058315063813761496,1.5297431915052806,0.9999997450296949,-9.217102403993202e-06,-5.959297876648129e-06,0.0020807320889182947
1.05,1.0906093418210354,0.08708498326258507,1.5181011734747032,1.0000066421355511,3.007422879264332e-06,9.531319567823967e-06,0.0021814715136807133
1.1,1.1467241290006085,0.0958669171498742,1.5381608194126644,1.00000106164948,1.2989199076285932e-05,8.029036039006476e-06,0.0022920095353377826
1.15,1.19327706975683,0.07872865661223662,1.5353954536808665,1.0000004941534248,-5.698976698659209e-06,5.402137933837625e-06,0.0023818315543613906
1.2,1.2520246910717783,0.11430992345048219,1.5219073635775653,0.9999971497215483,-2.18642019610633e-06,-6.810570699719396e-06,0.0024834489811242397
1.25,1.2915847831512577,0.12165483637271429,1.5264460182777109,1.000002664170663,-1.1165193134037028e-05,6.785004657332871e-06,0.002587852677121938
1.3,1.3566187385916213,0.12641429592677333,1.5134489914256526,0.9999846230577726,-1.7434629590388954e-05,-2.3176811301115663e-06,0.0026805509882645065
1.35,1.4044681953026794,0.11670879229869968,1.5362050803524299,1.0000037050060955,2.733732158556144e-07,-1.235626179920114e-05,0.002787447669781488
1.4,1.4625742233363381,0.1434092022048692,1.5324905138023426,1.0000108451237397,-6.377706277711588e-06,1.1098956597248923e-05,0.002910643692269353
1.45,1.492054784029634,0.16448794917026727,1.5416515169734475,1.0000004327932883,1.0350981880697661e-05,7.758949784519644e-06,0.002981555406823401
1.5,1.5508901293383146,0.16925878387143323,1.5226742893133702,0.9999926471625251,3.1161685623763e-06,2.799481144095635e-06,0.0030834129783266096
1.55,1.6071071174960982,0.17349314694282653,1.5394121184323404,1.0000051793988463,-1.3127943467958696e-05,4.409629370596434e-06,0.0031916802734001572
1.6,1.6668480953561966,0.1854284242983299,1.5427758360720083,0.9999978227759618,4.160097940018932e-06,7.604041971411472e-06,0.0032603611422555258
