1403636579.913555384 0.095712 -0.062175 -0.050645 0.000000 0.000000 0.002815 0.999996
1403636580.413555384 0.183161 -0.132539 -0.132540 0.000000 0.000000 0.004409 0.999990
1403636580.913555384 0.285894 -0.194229 -0.201773 0.000000 0.000000 0.000758 1.000000
1403636581.413555384 0.354804 -0.247007 -0.267767 0.000000 0.000000 0.003229 0.999995
1403636581.913555384 0.438084 -0.312756 -0.353456 0.000000 0.000000 0.010838 0.999941
1403636582.413555384 0.542011 -0.364304 -0.445405 0.000000 0.000000 0.016885 0.999857
1403636582.913555384 0.636043 -0.311875 -0.519507 0.000000 0.000000 0.029395 0.999568
1403636583.413555384 0.718712 -0.261224 -0.588560 0.000000 0.000000 0.035048 0.999386
1403636583.913555384 0.809143 -0.337809 -0.674799 0.000000 0.000000 0.040784 0.999168
1403636584.413555384 0.913866 -0.286333 -0.755815 0.000000 0.000000 0.041833 0.999125
1403636584.913555384 1.002129 -0.228918 -0.833902 0.000000 0.000000 0.050958 0.998701
1403636585.413555384 1.091966 -0.169721 -0.872574 0.000000 0.000000 0.047303 0.998881
1403636585.913555384 1.179142 -0.253333 -0.957517 0.000000 0.000000 0.061553 0.998104
1403636586.413555384 1.292459 -0.272987 -1.041320 0.000000 0.000000 0.073529 0.997293
1403636586.913555384 1.378800 -0.360154 -1.089338 0.000000 0.000000 0.075927 0.997113
1403636587.413555384 1.466066 -0.275467 -1.129218 0.000000 0.000000 0.084583 0.996416
1403636587.913555384 1.554685 -0.357782 -1.169522 0.000000 0.000000 0.096383 0.995344
1403636588.413555384 1.652619 -0.441914 -1.242297 0.000000 0.000000 0.103804 0.994598
1403636588.913555384 1.717937 -0.522858 -1.326486 0.000000 0.000000 0.107019 0.994257
1403636589.413555384 1.803542 -0.621059 -1.395066 0.000000 0.000000 0.106311 0.994333
1403636589.913555384 2.033757 -0.548875 -1.465536 0.000000 0.000000 0.107281 0.994229
1403636590.413555384 2.123726 -0.459860 -1.508087 0.000000 0.000000 0.111349 0.993781
1403636590.913555384 2.216176 -0.540223 -1.543471 0.000000 0.000000 0.122179 0.992508
1403636591.413555384 2.300429 -0.626005 -1.590481 0.000000 0.000000 0.130813 0.991407
1403636591.913555384 2.405246 -0.703358 -1.648565 0.000000 0.000000 0.139814 0.990178
1403636592.413555384 2.939041 -0.574809 -2.905412 0.000000 0.000000 0.146969 0.989141
1403636592.913555384 3.004022 -0.662879 -2.999033 0.000000 0.000000 0.137725 0.990471
1403636593.413555384 3.057716 -0.580701 -3.084842 0.000000 0.000000 0.139721 0.990191
1403636593.913555384 3.229751 -0.553136 -3.133060 0.000000 0.000000 0.173179 0.984890
1403636594.413555384 3.320997 -0.625276 -3.172837 0.000000 0.000000 0.180558 0.983564
1403636594.913555384 3.722695 -0.583407 -5.678852 0.000000 0.000000 0.167947 0.985796
1403636595.413555384 3.779225 -0.491626 -5.765042 0.000000 0.000000 0.160614 0.987017
1403636595.913555384 3.915422 -0.485239 -5.805792 0.000000 0.000000 0.177881 0.984052
1403636596.413555384 3.978918 -0.569833 -5.894678 0.000000 0.000000 0.187004 0.982359
1403636596.913555384 4.067779 -0.477580 -5.940966 0.000000 0.000000 0.185853 0.982578
1403636597.413555384 4.435171 -0.582635 -7.181024 0.000000 0.000000 0.177335 0.984151
1403636597.913555384 4.490310 -0.671561 -7.272487 0.000000 0.000000 0.171471 0.985189
1403636598.413555384 4.578962 -0.611619 -7.333483 0.000000 0.000000 0.176335 0.984330
