timestamp,feature_count,feature_tracking_ratio,reprojection_error_mean,reprojection_error_std,imu_residual_norm,optimization_iterations,tracking_time_ms,tracking_state,camera_motion_magnitude,tracking_length
0.0,162,0.9056064217507325,0.31547817233010544,0.16152435846175606,0.0692685671970353,5,16.476892833340013,1,0.05662052258852762,0.05
0.05,145,0.9851053907582709,0.4220953490125933,0.14050119671662675,0.07610318490764116,5,15.479252803591146,1,0.05504945628002318,0.1
0.1,135,0.9292761859378667,0.3553477915030546,0.11248172094248106,0.07907969283029612,3,15.168476070698654,1,0.052876731764226075,0.15000000000000002
0.15,157,0.919117502552446,0.4252335718235455,0.13741750815135803,0.06478977900860208,5,15.231823700016754,1,0.058422133008176134,0.2
0.2,161,0.8519129267706719,0.42222677965859867,0.1906518388068898,0.06260171782119497,6,16.17496460611558,1,0.051832034162926525,0.25
0.25,155,0.9523097399499443,0.45458763525526436,0.10852588936096022,0.06254073287870754,5,16.13189984380549,1,0.055553222307350436,0.3
0.3,149,0.9320133286822205,0.30298141075729956,0.1261256974144496,0.07381375828895213,4,15.513417565999708,1,0.059255020359814656,0.35
0.35,156,0.972411832832575,0.30487433722435464,0.14383343594329065,0.06781179750315372,5,15.959404460180492,1,0.0544964408180864,0.39999999999999997
0.4,142,1.0,0.4642347443573664,0.12265866780249556,0.08245748708743889,5,20.31103735447221,1,0.06535868766573016,0.44999999999999996
0.45,149,0.9771327097409384,0.38508072572280255,0.19501407827945286,0.061687300966247596,4,16.521826253705182,1,0.06548137481506011,0.49999999999999994
0.5,152,0.9707031648149728,0.38294843659412575,0.14237913923508583,0.05018076802188426,10,18.47325070161889,1,0.07005548516374858,0.5499999999999999
0.55,148,0.9171076362496786,0.4817015103954767,0.15193227405235507,0.06779073913080122,3,15.975712198568138,1,0.05829589800172009,0.6
0.6,150,0.9827354678412693,0.3022322537892437,0.21492376628388615,0.062471919430971495,4,17.737338209505218,1,0.06706418662328889,0.65
0.65,150,1.0,0.4775995958009316,0.10358092514593546,0.05557755719102292,3,15.653434437920856,1,0.05717255008864056,0.7000000000000001
0.7,142,0.947370732028032,0.319268223041659,0.11860544825330635,0.08200792040754168,4,15.385948508432158,1,0.06760254005317924,0.7500000000000001
0.75,143,0.9474208723379306,0.4204704733368358,0.11795842864445223,0.050473084961184383,3,16.860230250478708,1,0.06997545596116257,0.8000000000000002
0.8,144,0.9205896921553081,0.31255867529392894,0.17940343754848564,0.0507284476506847,3,15.995689693107286,1,0.058887770058696595,0.8500000000000002
0.85,140,0.9950729907597832,0.33074479227625164,0.12439363279015171,0.08280669536062644,4,16.329841646036083,1,0.06957392363593831,0.9000000000000002
0.9,143,1.0,0.3960219496432196,0.16422817187949748,0.08033112130467865,4,16.092549930311183,1,0.05600176813817321,0.9500000000000003
0.95,136,0.9578352065490048,0.41287728103664495,0.10135368511250793,0.06539851422712263,3,16.24055247811195,1,0.062382952966072505,1.0000000000000002
1.0,137,0.9962897363707975,0.34124520277678994,0.18574971438287133,0.06622682440236523,6,16.06025138099167,1,0.06269717276407005,1.0500000000000003
