timestamp,pose_error,rotation_error_deg
0.0,0.13157979017544597,1.4452105694945576
0.05,0.10725157879135619,2.13399095579783
0.1,0.13017169175177118,2.8488514896041437
0.15,0.10863900366970017,1.6126515918877877
0.2,0.12466440837937244,2.257605622196245
0.25,0.1213656121178141,1.3753199948066928
0.3,0.12418035587397289,1.7170206158005235
0.35,0.1013612907252087,1.5934338221713844
0.4,0.14987754319379404,2.1935437602801056
0.45,0.11638098052863624,1.356093652200699
0.5,0.11322652407909437,1.7678225677977664
0.55,0.13715567658114597,1.5082891266367204
0.6,0.111161960403626,1.451540762438853
0.65,0.10446600036646814,1.6180041282961626
0.7,0.12075415596785342,1.3305786524437213
0.75,0.10733215967021362,1.2897785272989233
0.8,0.10801125461389326,1.2548957146496935
0.85,0.09877565195623178,1.2858586691049407
0.9,0.10614386478668553,1.7609278887719242
0.95,0.11362920102551233,1.9813325863033493
1.0,0.11419774488380638,1.1760401797612408
1.05,0.14756076214642608,1.7883694714001763
1.1,0.1191451663589628,1.3000655124389828
1.15,0.10428742777010398,1.6857292690096264
1.2,0.14596032506166257,1.4646506862021467
1.25,0.09943011110078488,1.3411478271065973
1.3,0.12736796405235898,1.3530794734732479
1.35,0.09939394182917477,2.083511597594404
1.4,0.1032702800735106,1.3905119950318632
1.45,0.1321667218771411,1.5867982934045481
1.5,0.11779645420339946,1.660488501186014
1.55,0.1029622399080716,1.557159906754158
1.6,0.12837259816862948,1.819248693432264
1.65,0.12148175830449158,1.8624814158979675
1.7,0.1179083473436979,1.4299275938549547
1.75,0.11323232639312027,1.1925299121835047
1.8,0.12626032985589292,2.201477849411523
1.85,0.16070250333403066,2.0057811075575227
1.9,0.1318720718894092,1.3552885250208053
1.95,0.14705756073575432,1.7413567296257906
2.0,0.15199070145011132,1.9231719851974407
2.05,0.12166725042973298,1.2258938086565954
2.1,0.10575135292788876,1.0976426039290905
2.15,0.16382654003685923,2.0062469842671153
2.2,0.1650506357599719,1.831851125726084
2.25,0.1234674339032453,1.4769263549012581
2.3,0.14619219480473641,1.652814848378133
2.35,0.11804972130093823,1.5312068318966032
2.4,0.10037825299702194,1.1549458360266844
2.45,0.1199591997538527,1.4142358727053426
2.5,0.11495901922200205,2.0163779004240863
2.55,0.1406284838474528,1.5478592305513843
2.6,0.12077889905579578,1.5769485958426717
2.65,0.11045141048163712,1.877471414859138
2.7,0.13757431523469885,1.6350883849474156
2.75,0.1355129353956333,2.2344595012651913
2.8,0.11817567699484069,1.4134628671282106
2.85,0.12117916327575007,1.4809699890267172
2.9,0.1132625150293988,1.1344862719869584
