timestamp,feature_count,feature_tracking_ratio,reprojection_error_mean,reprojection_error_std,imu_residual_norm,optimization_iterations,tracking_time_ms,tracking_state,camera_motion_magnitude,tracking_length
0.0,139,0.9830079621447965,0.3235504315052169,0.18285835239507714,0.07826404632227911,5,15.96813132681028,1,0.051041870405052724,0.05
0.05,156,0.9074362868984968,0.3628666709267502,0.11493893629588353,0.0723242321748855,5,18.02599194304733,1,0.06213417609557615,0.1
0.1,141,0.9861305732246484,0.5483252093112221,0.13306099755317435,0.06377025615065535,5,15.128801948443549,1,0.05493702887498554,0.15000000000000002
0.15,167,0.9326466476163505,0.455549277887748,0.12059224357936377,0.0721231219595924,5,15.219737673045628,1,0.05620847727184144,0.2
0.2,138,0.9537868857883736,0.4426236404217707,0.13969333193897224,0.05371325356941156,5,17.58475130617814,1,0.060843052174962844,0.25
0.25,151,0.9540116258410626,0.43130677789701755,0.14172944491062076,0.06568054748979259,3,16.445010217903786,1,0.06091594411926568,0.3
0.3,155,0.8554977899072012,0.35143343067345123,0.10450120067214227,0.05146422310128402,3,15.377285818018626,1,0.056180423587554824,0.35
0.35,144,0.8977369727354985,0.376945183031028,0.12243704922902225,0.05776629063980696,7,15.198558799181841,1,0.05225657416964358,0.39999999999999997
0.4,157,0.9643387815060774,0.3355138434875281,0.11892507564023194,0.06624137697426716,6,18.370532182463947,1,0.06085748067139641,0.44999999999999996
0.45,153,0.9416747425420529,0.35622095664132103,0.10591829795955846,0.061801387257878954,4,15.418446443874698,1,0.05896242879961251,0.49999999999999994
0.5,155,0.9848744098034545,0.4603300735222178,0.12432487079640224,0.06746695241820888,6,15.723181141935708,1,0.05569099509378325,0.5499999999999999
0.55,149,0.9442601927464692,0.5306230496643057,0.1596995505185032,0.06243387751068527,6,19.072646850924794,1,0.055639135888941704,0.6
0.6,169,0.9367521498128384,0.39128855314567257,0.19203467301556706,0.08371088119068164,3,16.20749334705143,1,0.061297686180349836,0.65
0.65,153,0.9630408771246053,0.4542246446380908,0.11169499105445205,0.0517313496203498,3,20.134301059707216,1,0.05896401734513874,0.7000000000000001
0.7,161,1.0,0.32904507960222995,0.171600619735516,0.07475449045535944,5,15.323577996274508,1,0.05605975059691212,0.7500000000000001
0.75,138,0.9888484435384934,0.4167534557694811,0.12963157892843116,0.08059447097718558,4,17.20490785475474,1,0.06367147036145879,0.8000000000000002
0.8,141,0.9962754903331525,0.32180555574683634,0.14333032401653456,0.05197416745833837,5,16.896417163639015,1,0.06621211725293101,0.8500000000000002
0.85,159,0.9261528283306377,0.31467606681112,0.14119478386848897,0.06635269115812811,7,16.378236204316508,1,0.06789607936592582,0.9000000000000002
0.9,147,0.9566582371274284,0.36458670926963865,0.11435677891077285,0.055433412220977286,3,15.661884955841392,1,0.05774204676246579,0.9500000000000003
0.95,151,1.0,0.3450941609150705,0.11983694758641583,0.07012222265043891,3,15.461088632050796,1,0.05758606942471747,1.0000000000000002
1.0,158,0.8327464664041369,0.5255861196636754,0.10702698948112176,0.07266916215817897,9,17.742795849580798,1,0.071503030214393,1.0500000000000003
1.05,148,0.948299345129489,0.3820470450961834,0.1287521977386118,0.08369961879492813,5,16.35851056689287,1,0.057793487878804096,1.1000000000000003
1.1,139,1.0,0.3738667103688482,0.11775163347644511,0.07934646417993527,6,16.042400346248435,1,0.059035038425255204,1.1500000000000004
1.15,139,0.9657527110708595,0.3045594896319003,0.11112016016839006,0.054384491730467284,7,16.67324044267761,1,0.05756706036123274,1.2000000000000004
1.2,139,0.9872543729510308,0.45366148799051936,0.19058539986532344,0.07201281459502556,3,18.853559714275605,1,0.06779945850492292,1.2500000000000004
1.25,156,0.925894654834482,0.44402464335015757,0.10662064381136531,0.08081110638166425,4,15.372209040696918,1,0.06245710760291417,1.3000000000000005
1.3,149,0.9515793061173219,0.33291608764356684,0.10452551036278869,0.05815747531316455,5,21.19742717751434,1,0.06346659117534026,1.3500000000000005
1.35,132,0.8161765953981258,0.40135840972504916,0.11049205991491352,0.06900848633070499,8,16.36463355819291,1,0.06478140358929954,1.4000000000000006
1.4,151,0.9038306246170085,0.3066018683352563,0.10948020216733727,0.0755957712864849,4,16.94957760204889,1,0.0643508092215638,1.4500000000000006
1.45,143,0.993939170209916,0.31198303222756,0.13927110721976968,0.05338248712598384,2,17.096452176773152,1,0.05690465388505911,1.5000000000000007
1.5,152,0.9611939405054275,0.307155588354627,0.10034709335103624,0.0647964423494068,3,16.850237716313618,1,0.061597461765769586,1.5500000000000007
1.55,139,0.9733572083755483,0.42172286307444806,0.17132025253630373,0.0744645290268963,4,15.022334902979976,1,0.05794690451164114,1.6000000000000008
1.6,143,0.8775814246547543,0.3927520494656851,0.13573134091357086,0.062182393881331954,5,17.977114806898125,1,0.05668633010131257,1.6500000000000008
1.65,153,0.987943203179952,0.3074768713691345,0.12988445312157948,0.05913660098191563,2,15.083105494165324,1,0.05993844915377197,1.7000000000000008
1.7,166,0.8965370225293691,0.3966804745845064,0.12348155101549912,0.05795705103551592,2,15.39237502580221,1,0.06390074577621141,1.7500000000000009
1.75,142,0.9931271732665176,0.3577526952431285,0.22323839058504524,0.07282891486045964,3,15.77599204046311,1,0.06231101946500503,1.800000000000001
1.8,144,0.960674386698763,0.3674056574360512,0.16305060702828905,0.06403324433088911,5,15.165484204866752,1,0.062481039824598614,1.850000000000001
