timestamp,px,py,pz,qw,qx,qy,qz
0.0,0.05232422577328989,-0.0006636445087400106,1.5,1.0,0.0,0.0,0.0
0.05,0.10160863431647943,-0.0010527687575534114,1.5010471954245672,0.999999994517087,0.0,0.0,0.0001047178405882991
0.1,0.15241694983091014,0.0005397948608871425,1.5020943780893885,0.9999999780707531,0.0,0.0,0.00020942419424105463
0.15,0.20217857358882493,0.002504141901273538,1.5031415352348738,0.9999999506682142,0.0,0.0,0.0003141075752857946
0.2,0.25268380016963443,0.0038807985299899473,1.5041886541017435,0.9999999123214928,0.0,0.0,0.0004187565005760481
0.25,0.3031685666991038,0.005694335938640274,1.5052357219311852,0.9999998630474124,0.0,0.0,0.000523359490753992
0.3,0.3525377929935115,0.005638670664453447,1.5062827259650071,0.9999998028675912,0.0,0.0,0.0006279050715126701
0.35,0.4024684315688201,0.00837166648344463,1.5073296534457958,0.9999997318084319,0.0,0.0,0.0007323817748576476
0.4,0.45310520059043297,0.010100340315595284,1.5083764916170708,0.9999996499011106,0.0,0.0,0.0008367781403679546
0.45,0.5023725081442557,0.01271699238160281,1.5094232277234385,0.9999995571815623,0.0,0.0,0.0009410827164561804
0.5,0.5528580282686549,0.016430440631578638,1.5104698490107502,0.999999453690466,0.0,0.0,0.0010452840616275742
0.55,0.6039075939698809,0.02002660114841012,1.511516342726256,0.9999993394732263,0.0,0.0,0.0011493707457380141
0.6,0.6527731277132742,0.02476745202865326,1.51256269611876,0.9999992145799534,0.0,0.0,0.0012533313512507014
0.65,0.7009270016373688,0.03025399128611033,1.5136088964387762,0.9999990790654422,0.0,0.0,0.0013571544744914368
0.7,0.7503627405400757,0.034498487135174186,1.514654930938684,0.999998932989146,0.0,0.0,0.0014608287269023456
0.75,0.8015034830932268,0.040203470251264264,1.5157007868728831,0.9999987764151531,0.0,0.0,0.0015643427362938991
0.8,0.8528579184394858,0.04601159280934276,1.5167464514979492,0.9999986094121565,0.0,0.0,0.001667685148095104
0.85,0.9043664311343652,0.053726157301044776,1.5177919120727885,0.999998432053425,0.0,0.0,0.001770844626601712
0.9,0.9548791302671807,0.05875532795711508,1.518837155858794,0.9999982444167704,0.0,0.0,0.0018738098562223117
0.95,1.0037856112183796,0.06501711095932795,1.51988217012,0.9999980465845135,0.0,0.0,0.0019765695427221646
1.0,1.0529250230907077,0.07211795784940393,1.5209269421232376,0.9999978386434484,0.0,0.0,0.002079112414464642
1.05,1.103732279630257,0.08029787483261874,1.5219714591382896,0.9999976206848035,0.0,0.0,0.002181427223650133
1.1,1.1515552007034948,0.08739993680829405,1.5230157084380456,0.9999973928042023,0.0,0.0,0.002283502747552268
1.15,1.2021102823422598,0.09294447210558517,1.5240596772986577,0.9999971551016208,0.0,0.0,0.0023853277897513403
1.2,1.253440826077536,0.10044138945367659,1.5251033529996947,0.9999969076813447,0.0,0.0,0.0024868911813647736
1.25,1.3046760016590255,0.10768956992146718,1.5261467228242975,0.9999966506519218,0.0,0.0,0.0025881817822744945
1.3,1.3531336255735331,0.1175932317883586,1.527189774059334,0.9999963841261158,0.0,0.0,0.0026891884823510943
1.35,1.4028922114672218,0.12758571519216835,1.5282324939955543,0.9999961082208565,0.0,0.0,0.0027899002026746155
1.4,1.4528333981430688,0.13702193187766074,1.5292748699277448,0.9999958230571881,0.0,0.0,0.0028903058967518496
1.45,1.5019477399410628,0.1476661831983749,1.530316889154884,0.9999955287602166,0.0,0.0,0.0029903945517299945
1.5,1.5494933254754697,0.15685402926307077,1.531358538980296,0.999995225459054,0.0,0.0,0.0030901551896065477
1.55,1.5990461687002817,0.16685385319378054,1.5323998067118068,0.9999949132867628,0.0,0.0,0.003189576868435293
1.6,1.6492449097760236,0.17889646765532624,1.5334406796618976,0.999994592380297,0.0,0.0,0.003288648683528246
1.65,1.698653754945046,0.1907238409156828,1.53448114514786,0.9999942628804417,0.0,0.0,0.0033873597686534395
1.7,1.7465426321042972,0.20186554980758198,1.5355211904919503,0.9999939249317513,0.0,0.0,0.0034856992972283813
1.75,1.7949252534371964,0.2140817505935241,1.5365608030215443,0.9999935786824875,0.0,0.0,0.0035836564835090992
1.8,1.8425413712499614,0.22659945712014185,1.5375999700692913,0.9999932242845515,0.0,0.0,0.0036812205837745936
1.85,1.8906917075854053,0.23803282387176505,1.538638678973269,0.9999928618934205,0.0,0.0,0.0037783808975066077
1.9,1.9370187149270446,0.25149607721864287,1.5396769170771367,0.9999924916680764,0.0,0.0,0.003875126768564543
1.95,1.9866314365068012,0.26398799596139305,1.5407146717302913,0.9999921137709382,0.0,0.0,0.003971447586355437
2.0,2.0354213987202736,0.2773486407123701,1.5417519302880196,0.9999917283677898,0.0,0.0,0.004067332786998822
2.05,2.084700372926879,0.29259235548040446,1.5427886801116535,0.9999913356277081,0.0,0.0,0.00416277185448639
