timestamp,feature_count,feature_tracking_ratio,reprojection_error_mean,reprojection_error_std,imu_residual_norm,optimization_iterations,tracking_time_ms,tracking_state,camera_motion_magnitude,tracking_length
0.0,153,0.9586236648419567,0.5595676938445159,0.11098909766936635,0.0664127780561801,9,16.11875392361883,1,0.052354458408650426,0.05
0.05,153,0.883526638395409,0.43074852782628836,0.10760872884630218,0.07042560645460812,3,17.606846934346652,1,0.06764001197794844,0.1
0.1,141,1.0,0.3057788961861452,0.13949457744810198,0.05841510804808947,5,16.49039943576983,1,0.05096908219099287,0.15000000000000002
0.15,151,0.9709277399311859,0.38579518007443125,0.13773853634818922,0.06911217308673677,5,17.52396243116459,1,0.053713053158922205,0.2
0.2,149,0.9515983981542072,0.47095642700516943,0.11410798655429981,0.06601190749092502,4,16.51266790024086,1,0.05541026655441092,0.25
0.25,151,0.990162272407482,0.3022958550648023,0.11700079454082411,0.060450070751527245,10,15.571678507672619,1,0.057751720188682416,0.3
0.3,158,0.9064032339956191,0.4929284794388789,0.1261928131697581,0.05867662168672738,4,15.822935842072946,1,0.06062937262410169,0.35
0.35,154,0.9648906266396169,0.4010850946608088,0.16412671716084376,0.060775082422174914,1,17.73750953008447,1,0.053996790209402165,0.39999999999999997
0.4,161,1.0,0.59602287476802,0.17118827807559772,0.0782445208031457,5,15.583408302195467,1,0.05593478497905892,0.44999999999999996
0.45,170,0.9351804879647784,0.35736760508219956,0.1316091341693838,0.06842632912221697,6,16.093975143586196,1,0.05467339192695662,0.49999999999999994
0.5,164,1.0,0.341347596650653,0.10793085538167545,0.0687465147845883,12,15.39254554668627,1,0.05738449109507125,0.5499999999999999
0.55,140,0.9333780165035847,0.4299218011408701,0.10064946158083089,0.05601937050038536,5,16.32744013390159,1,0.05720965403270268,0.6
0.6,139,1.0,0.5889246662939379,0.1153796615666855,0.05358550791102409,2,16.49891332075584,1,0.055044533509015475,0.65
0.65,155,0.977720698193602,0.3174673472367968,0.12619899014031433,0.06467261462689693,3,15.798108726331645,1,0.07299799404091714,0.7000000000000001
0.7,156,0.9360308525791039,0.48595131724771873,0.15785803224085548,0.08451886091293864,4,16.69269701389072,1,0.06094145513556744,0.7500000000000001
0.75,167,0.8633776530721458,0.37186922515461346,0.12199911532073146,0.08149221770372798,5,17.955433723164926,1,0.061320577663346164,0.8000000000000002
0.8,143,0.9834656667571939,0.3110844876604965,0.1448720217716305,0.06963464326744578,9,16.293954664622284,1,0.053400490927489344,0.8500000000000002
0.85,151,0.9713521895654886,0.3970991869999865,0.12732957499079134,0.09092598220039028,7,15.017216467760502,1,0.06766612893200699,0.9000000000000002
0.9,144,0.8160751287208791,0.34666192597414563,0.1293621602448114,0.05468513889301119,5,16.08973223647923,1,0.07042433697160272,0.9500000000000003
0.95,139,0.9812313860398996,0.41152282313280975,0.17473319076228966,0.06786933365968335,9,15.89555201776758,1,0.06911621196241748,1.0000000000000002
1.0,137,0.8389304999213265,0.36165987769287594,0.18543000886583147,0.07477013566346236,6,16.39715643569093,1,0.0654493019065029,1.0500000000000003
1.05,154,0.9531534363815111,0.3204874919963779,0.10872269535166848,0.05724911459524693,6,15.299848650880843,1,0.06577289130747804,1.1000000000000003
1.1,147,0.9095569752057338,0.3361498577776308,0.10061416655902311,0.07641187386531599,9,17.391110078605333,1,0.05941084624725002,1.1500000000000004
1.15,130,0.9336788803913734,0.40641831617475216,0.17060570093485464,0.08354255906516016,3,17.223716497065865,1,0.059806041786755235,1.2000000000000004
1.2,148,0.9065181158372485,0.37408089534491407,0.10367098351729764,0.056472150149679226,7,15.25270494174586,1,0.055834667198832524,1.2500000000000004
1.25,147,0.9411232630207664,0.34071238328635955,0.1192586974467231,0.055290691309608515,4,17.64406731033517,1,0.05925271811488872,1.3000000000000005
1.3,135,0.9932453331481151,0.39374698372218947,0.15932159210373575,0.06701579364400038,2,17.227054962823253,1,0.05700566570213706,1.3500000000000005
1.35,134,0.9324822976207383,0.35742544347533173,0.12046920433575983,0.06494662061298,9,17.16502763881917,1,0.07849643178952562,1.4000000000000006
1.4,140,0.9770191570297585,0.35318755454757483,0.15806095235543072,0.05270934592109697,4,16.922453263052056,1,0.07784106797185494,1.4500000000000006
1.45,143,1.0,0.37067036629197286,0.10448631465838434,0.07458058779508192,4,16.47734958097508,1,0.07446072807632391,1.5000000000000007
1.5,152,1.0,0.5058022615674678,0.11162630974484532,0.07457081934206646,4,16.627164830518986,1,0.06916255084994886,1.5500000000000007
1.55,151,0.9126813020375819,0.3505255385220272,0.20017598684553695,0.08557882628344965,4,15.620757908893088,1,0.059104892346316044,1.6000000000000008
1.6,142,0.943593677678841,0.3134899233035707,0.13943946359100162,0.06974349413573168,4,15.683741880982309,1,0.062024116941601155,1.6500000000000008
1.65,167,1.0,0.4495958205643612,0.15583973010659835,0.05570182787373138,4,16.095957030906103,1,0.059282871347922234,1.7000000000000008
1.7,135,0.9793522682883538,0.3224666132173923,0.11262526565828156,0.05501537179160998,7,16.408666003395826,1,0.06383695481690184,1.7500000000000009
1.75,153,0.9770592096753603,0.32996639497490077,0.16527876547540066,0.06882268879183105,3,19.733710330689462,1,0.0663149700141238,1.800000000000001
1.8,152,0.8879676928010136,0.3888301196708883,0.13492177215714352,0.053929618676322524,5,15.537580362151733,1,0.06212088729613407,1.850000000000001
1.85,147,1.0,0.3723978003046452,0.1822848385471737,0.06807680242579234,2,17.576010535017716,1,0.07669882394366488,1.900000000000001
1.9,154,0.8778012793341857,0.44606940114483185,0.12942903241292622,0.05281244800185469,3,18.748787421830794,1,0.07854778083423844,1.950000000000001
1.95,159,0.9101397276569319,0.33985399328845917,0.16147728262368005,0.07049116396464651,8,15.088155247936612,1,0.07736678671941633,2.000000000000001
2.0,147,0.9580970112554237,0.3262804642387263,0.13845345501324496,0.07173988851092515,6,16.39874182287679,1,0.07078071026281847,2.0500000000000007
2.05,147,0.9260497716374998,0.30598697408559516,0.12347902577446508,0.06462983120351176,4,15.37024307952851,1,0.06813947854818764,2.1000000000000005
2.1,152,0.9983312583494688,0.3486436574369593,0.11356007994629605,0.06006397824679329,2,15.643715657255118,1,0.07361169820899391,2.1500000000000004
2.15,148,0.9372027380198715,0.31603963855393524,0.14627212815046148,0.06216141472858522,4,18.99230310257198,1,0.06502111895310439,2.2
2.2,153,0.868400771219695,0.3665238219476491,0.1656563500054778,0.07292135735107369,3,15.558099151835197,1,0.0632224413185464,2.25
2.25,147,0.7835229678006641,0.3464886247934921,0.11496227484043016,0.07069948191439075,5,15.202093434917334,1,0.07359457715987162,2.3
2.3,147,0.886050616158251,0.3406224686125682,0.14800898749322025,0.06517103607194882,5,17.637476879612667,1,0.07739923158572196,2.3499999999999996
2.35,128,0.9432993569248828,0.5571383418533091,0.101914907375505,0.0615803701692342,2,15.636229205053825,1,0.07711176432791551,2.3999999999999995
2.4,142,0.9909890920682106,0.5330279348910146,0.10755887055061673,0.06884040119122713,3,15.589140464268008,1,0.07040000943684376,2.4499999999999993
2.45,163,0.9654722463887188,0.3839332206341421,0.13470818480328164,0.07389501400418783,6,19.11784059476419,1,0.0824819418950626,2.499999999999999
2.5,142,1.0,0.3521674203964955,0.15876960640570226,0.05498778936426085,4,17.93313628474556,1,0.07330661135462141,2.549999999999999
2.55,146,1.0,0.3710935330702965,0.12463922511084467,0.05589017178905962,8,17.96216531285665,1,0.06097947378976742,2.5999999999999988
2.6,163,0.9343821551218878,0.3757832366702129,0.1702471425689328,0.055149349554741656,6,16.50502394483633,1,0.06807749563751854,2.6499999999999986
2.65,140,0.9688741619629151,0.32650141862301435,0.12647848072762347,0.10204650165960999,7,18.9096611529799,1,0.07012459901656837,2.6999999999999984
2.7,147,0.9658861332639792,0.3044929010220302,0.20004200537938188,0.07604823289085146,6,15.656285005065175,1,0.06711621619297653,2.7499999999999982
2.75,164,0.9106239909728365,0.37078621015671104,0.21426953353108813,0.07093723381692853,8,16.58218040559079,1,0.06101823536709583,2.799999999999998
2.8,150,0.8658772767760635,0.5029669318412677,0.12865930617594074,0.06528193805299379,6,15.258219721021693,1,0.06300974977171792,2.849999999999998
2.85,154,0.9289288783622628,0.32554915600427464,0.10247089969579545,0.06422887077658225,8,16.401001715154507,1,0.06216331597404534,2.8999999999999977
2.9,143,0.9056991120958559,0.3270311054205526,0.14366353832876055,0.07165972740931605,5,15.497735891162401,1,0.0756855294126601,2.9499999999999975
2.95,149,0.8742237830308625,0.3983078412705259,0.18127196557953038,0.08579009297159931,9,18.70756754044484,1,0.06609980210567362,2.9999999999999973
3.0,158,1.0,0.33634543845852477,0.19234253907026816,0.06109925431782684,7,17.498633891945833,1,0.06447964687964328,3.049999999999997
3.05,128,0.86224047160381,0.3858172996046799,0.24607561197960462,0.10001936841015707,5,18.614693343177656,1,0.06976424032866547,3.099999999999997
3.1,148,0.8134618659524027,0.36171883930288673,0.14373373001731068,0.1443355005036395,6,16.82335930961498,1,0.06851801253000357,3.149999999999997
3.15,139,0.8464552339471474,0.4495892617348909,0.17635670505215725,0.10932838256254836,7,17.084107649676177,1,0.07299948211409531,3.1999999999999966
3.2,131,0.8481487305508743,0.45837938337289175,0.2009749611220104,0.1407344697929786,5,16.800703619771113,1,0.06713919457308806,3.2499999999999964
3.25,130,0.8469920104442966,0.5416517117668342,0.18963692321891512,0.1225913083196856,6,18.833224552331153,1,0.06722913731929624,3.2999999999999963
3.3,110,0.8087434185011765,0.5218062649913957,0.21386786967266114,0.14299678726781045,9,17.347081976462828,1,0.06462901740069445,3.349999999999996
3.35,123,0.7234108409313957,0.4355047840905193,0.16735120922343816,0.14561109798763752,5,18.203065968026078,1,0.06780364294328668,3.399999999999996
