timestamp,pose_error,rotation_error_deg
0.0,0.13762572598362816,1.8553662468926437
0.05,0.12490751977310996,1.4556059792797884
0.1,0.10250688974321147,1.3520539361758594
0.15,0.09830901354079412,1.9548794108878869
0.2,0.12552162144221077,1.8373568291908642
0.25,0.1384373682587468,1.6366854196159997
0.3,0.09963333904438264,1.1469021421032852
0.35,0.12885458985940254,2.042811136644322
0.4,0.12790184881655617,1.687481723444242
0.45,0.12491760370134986,1.8360805784597907
0.5,0.11883550389462083,2.1350420560589445
0.55,0.10373786477230136,1.6301954387368354
0.6,0.11943628336348706,2.320669039477161
0.65,0.11876797824728018,1.4483976509688425
0.7,0.11015746700070186,1.4634736824171277
0.75,0.10788210620487203,1.5725619917370959
0.8,0.09823784973166905,1.889527413320732
0.85,0.1251483122536247,1.734576778007232
0.9,0.10223492631376777,1.965808826422906
0.95,0.13110423220688416,1.4234450670171395
1.0,0.09915792855892422,1.319297966507631
1.05,0.09852996885222733,1.1985914566124432
1.1,0.10042326358481553,1.312486865946146
1.15,0.11136817658032624,1.2536706030839624
1.2,0.10524225294191279,1.2140469607106867
1.25,0.12459979431278997,1.6641210220535636
1.3,0.09952840009724806,1.5593952170578202
1.35,0.12818479023119594,2.1968868013041574
1.4,0.09863236523835696,1.3689318962037036
1.45,0.09965811126672856,1.8602584038634133
1.5,0.10284784672466743,1.0960899884328559
1.55,0.1070766480906832,1.3608881413537737
1.6,0.11766121986343007,1.2621610077466778
1.65,0.12329102026706308,1.7392417728633802
1.7,0.1330657766259084,1.982796297823871
1.75,0.09994664880863253,1.1000209796203946
1.8,0.11246457400708702,1.4187866879317255
1.85,0.10312246143117476,1.2188310205324355
1.9,0.10900824658550753,1.8945706584265514
1.95,0.13025768079868358,2.421197760367345
2.0,0.10066408813646151,1.4097553184939315
2.05,0.1243217388317491,1.4120866972575408
2.1,0.11385755057301578,1.310137218144451
2.15,0.11303563316497603,1.794093170142108
2.2,0.17987904424287618,1.8326207439803879
2.25,0.1107277117821752,1.3807174694951463
2.3,0.10094993887042743,1.106404169575166
2.35,0.11924243174851332,1.5885664676290974
2.4,0.13121557956508131,2.143935705045361
2.45,0.10495619975736993,1.2580977938675915
2.5,0.11501408818680038,1.8271887141324519
2.55,0.11873657389415389,1.9127740715703139
2.6,0.10272729557333496,1.2901453102556568
2.65,0.10842194904278317,1.8599984967898275
2.7,0.12087547794937793,1.4943577295164467
2.75,0.1170854310210726,1.8994640200189266
2.8,0.1084892458502588,1.3143984086686782
2.85,0.12920390437421939,1.731687780169513
2.9,0.11828790710823375,2.206542381537434
2.95,0.11424269499520984,1.7455171709783932
3.0,0.1374576145238623,1.3988954323190328
